,Family,Genus,CommonName,Locomotion
49,Pitheciidae,Cacajao,Bald_Uacari,AR
50,Pitheciidae,Cacajao,Black_headed_Uacari,
51,Pitheciidae,Cacajao,Black_headed_Uacari,AR
52,Pitheciidae,Cacajao,Spix_s_Black_headed_Uacari,AR
53,Callitrichidae,Callibella,Black_crowned_Dwarf_Marmoset,AR
54,Pitheciidae,Callicebus,Blond_Titi,AR
55,Pitheciidae,Callicebus,Coimbra_Filho_s_Titi,AR
56,Pitheciidae,Callicebus,Southern_Bahian_Titi,AR
57,Pitheciidae,Callicebus,Black_fronted_Titi,AR
58,Pitheciidae,Callicebus,Masked_Titi,AR
59,Callitrichidae,Callimico,Goeldi_s_Monkey*,AR
60,Callitrichidae,Callithrix,Buffy_tufted_ear_Marmoset,AR
61,Callitrichidae,Callithrix,Buffy_headed_Marmoset,AR
62,Callitrichidae,Callithrix,Geoffroy_s_Tufted_ear_Marmoset,AR
63,Callitrichidae,Callithrix,Common_Marmoset,AR
64,Callitrichidae,Callithrix,Wied_s_Black_tufted_ear_Marmoset,AR
65,Callitrichidae,Callithrix,Black_tufted_ear_Marmoset,AR
66,Tarsiidae,Carlito,Philippine_Tarsier,AR
67,Callitrichidae,Cebuella,Eastern_Pygmy_Marmoset,
68,Callitrichidae,Cebuella,Pygmy_Marmoset,AR
69,Cebidae,Cebus,Ecuadorian_White_fronted_Capuchin,AR
70,Cebidae,Cebus,Humboldt_s_White_fronted_Capuchin,BOTH
71,Cebidae,Cebus,Venezuelan_Brown_Capuchin,AR
72,Cebidae,Cebus,Colombian_White_faced_Capuchin,AR
73,Cebidae,Cebus,Río_Cesar_White_fronted_Capuchin,AR
74,Cebidae,Cebus,Shock_headed_Capuchin,AR
75,Cebidae,Cebus,Panamanian_White_faced_Capuchin,AR
76,Cebidae,Cebus,Ka_apor_Capuchin,AR
77,Cebidae,Cebus,Sierra_de_Perijá_White_fronted_Capuchin,AR
78,Cebidae,Cebus,Santa_Marta_White_fronted_Capuchin,AR
79,Cebidae,Cebus,Guianan_Weeper_Capuchin,AR
80,Cebidae,Cebus,Spix_s_White_fronted_Capuchin,AR
81,Cebidae,Cebus,Varied_White_fronted_Capuchin,AR
82,Cebidae,Cebus,Marañón_White_fronted_Capuchin,AR
83,Tarsiidae,Cephalopachus,Western_Tarsier,AR
84,Cercopithecidae,Cercocebus,Agile_Mangabey,BOTH
85,Cercopithecidae,Cercocebus,Sooty_Mangabey,T
86,Cercopithecidae,Cercocebus,Golden_bellied_Mangabey,T
87,Cercopithecidae,Cercocebus,Tana_River_Mangabey,BOTH
88,Cercopithecidae,Cercocebus,White_naped_Mangabey,T
89,Cercopithecidae,Cercocebus,Sanje_River_Mangabey,BOTH
90,Cercopithecidae,Cercocebus,Red_capped_Mangabey,BOTH
91,Cercopithecidae,Cercopithecus,Syke_s_Monkey,AR
92,Cercopithecidae,Cercopithecus,Red_tailed_Monkey,AR
93,Cercopithecidae,Cercopithecus,Campbell_s_Monkey,AR
94,Cercopithecidae,Cercopithecus,Moustached_Monkey,AR
95,Cercopithecidae,Cercopithecus,Dent_s_Monkey,AR
96,Cercopithecidae,Cercopithecus,Diana_Monkey,AR
97,Cercopithecidae,Cercopithecus,Silver_Monkey,AR
98,Cercopithecidae,Cercopithecus,Dryas_Monkey,BOTH
99,Cercopithecidae,Cercopithecus,Red_bellied_Monkey,AR
100,Cercopithecidae,Cercopithecus,Red_eared_Monkey,AR
101,Cercopithecidae,Cercopithecus,Owl_faced_Monkey,BOTH
102,Cercopithecidae,Cercopithecus,Virungas_Golden_Monkey,AR
103,Cercopithecidae,Cercopithecus,Lesula,BOTH
104,Cercopithecidae,Cercopithecus,Lowe_s_Monkey,AR
105,Cercopithecidae,Cercopithecus,Blue_Monkey,AR
106,Cercopithecidae,Cercopithecus,Mona_Monkey,AR
107,Cercopithecidae,Cercopithecus,De_Brazza_s_Monkey,BOTH
108,Cercopithecidae,Cercopithecus,Putty_nosed_Monkey,AR
109,Cercopithecidae,Cercopithecus,Spot_nosed_Monkey,AR
110,Cercopithecidae,Cercopithecus,Crowned_Monkey,AR
111,Cercopithecidae,Cercopithecus,Roloway_Monkey,AR
112,Cercopithecidae,Cercopithecus,Sclater_s_Monkey,AR
113,Cercopithecidae,Cercopithecus,Wolf_s_Monkey,AR
114,Cheirogaleidae,Cheirogaleus,Montagne_d_Ambre_Dwarf_Lemur,
115,Cheirogaleidae,Cheirogaleus,Crossley_s_Dwarf_Lemur,AR
116,Cheirogaleidae,Cheirogaleus,Lavasoa_Dwarf_lemur,
117,Cheirogaleidae,Cheirogaleus,Greater_Dwarf_Lemur,AR
118,Cheirogaleidae,Cheirogaleus,Fat_tailed_Dwarf_Lemur,AR
119,Cheirogaleidae,Cheirogaleus,Lesser_Iron_gray_Dwarf_Lemur,AR
120,Cheirogaleidae,Cheirogaleus, Sheth's_Dwarf_Lemur,
121,Cheirogaleidae,Cheirogaleus,Sibree_s_Dwarf_Lemur,AR
122,Cheirogaleidae,Cheirogaleus,Thomas_s_Dwarf_Lemur,
123,Pitheciidae,Cheracebus,Yellow_handed_Titi,AR
124,Pitheciidae,Cheracebus,White_chested_Titi,AR
125,Pitheciidae,Cheracebus,Medem_s_Titi,AR
126,Pitheciidae,Cheracebus,Rio_Purus_Titi,AR
127,Pitheciidae,Cheracebus,Rio_Juruá_Collared_Titi,AR
128,Pitheciidae,Cheracebus,White_collared_Titi,AR
129,Pitheciidae,Chiropotes,White_nosed_Bearded_Saki,AR
130,Pitheciidae,Chiropotes,Rio_Negro_Beared_Saki,AR
131,Pitheciidae,Chiropotes, Brown_backed_Bearded_Saki,
132,Pitheciidae,Chiropotes,Guianan_Beared_Saki,AR
