,Family,Genus,CommonName,Habitat_Forest,Habitat_Savanna,Habitat_Shrubland,Habitat_Grassland,Habitat_Wetlands,Habitat_Rocky areas,Habitat_Desert
239,Lepilemuridae,Lepilemur,Nosy_Be_Sportive_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
240,Lepilemuridae,Lepilemur,Wright_s_Sportive_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
241,Cercopithecidae,Lophocebus,Gray_cheeked_Mangabey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
242,Cercopithecidae,Lophocebus,Northern_Black_Crested_Mangabey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
243,Cercopithecidae,Lophocebus,Johnston_s_Mangabey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
244,Cercopithecidae,Lophocebus,Southern_Back_Crested_Mangabey,1.0,0.0,0.0,0.0,1.0,0.0,0.0
245,Cercopithecidae,Lophocebus,Rusty_mantled_Mangabey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
246,Cercopithecidae,Lophocebus,Ugandan_Crested_Mangabey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
247,Lorisidae,Loris,Gray_Slender_Loris,1.0,0.0,0.0,0.0,0.0,0.0,0.0
248,Lorisidae,Loris,Red_Slender_Loris,1.0,0.0,0.0,0.0,0.0,0.0,0.0
249,Cercopithecidae,Macaca,Stump_tailed_Macaque,1.0,0.0,0.0,0.0,0.0,0.0,0.0
250,Cercopithecidae,Macaca,Assamese_Macaque,1.0,0.0,0.0,0.0,0.0,0.0,0.0
251,Cercopithecidae,Macaca,Taiwanese_Macaque,1.0,0.0,0.0,0.0,0.0,0.0,0.0
252,Cercopithecidae,Macaca,Long_tailed_Macaque,1.0,0.0,0.0,0.0,1.0,0.0,0.0
253,Cercopithecidae,Macaca,Japanese_Macaque,1.0,0.0,0.0,0.0,0.0,0.0,0.0
254,Cercopithecidae,Macaca,Heck_s_Macaque,1.0,0.0,0.0,0.0,0.0,0.0,0.0
255,Cercopithecidae,Macaca,Northern_Pig_tailed_Macaque,1.0,0.0,0.0,0.0,0.0,0.0,0.0
256,Cercopithecidae,Macaca,White_cheeked_Macaque,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,Cercopithecidae,Macaca,Moor_Macaque,1.0,0.0,0.0,1.0,0.0,0.0,0.0
258,Cercopithecidae,Macaca,Rhesus_Macaque,1.0,1.0,1.0,0.0,0.0,0.0,0.0
259,Cercopithecidae,Macaca,Arunachal_Macaque,1.0,0.0,0.0,0.0,0.0,0.0,0.0
260,Cercopithecidae,Macaca,Sunda_Pig_tailed_Macaque,1.0,0.0,0.0,0.0,0.0,0.0,0.0
261,Cercopithecidae,Macaca,Crested_Macaque,1.0,0.0,0.0,0.0,0.0,0.0,0.0
262,Cercopithecidae,Macaca,Gorontalo_Macaque,1.0,0.0,0.0,0.0,0.0,0.0,0.0
263,Cercopithecidae,Macaca,Booted_Macaque,1.0,0.0,0.0,0.0,0.0,0.0,0.0
264,Cercopithecidae,Macaca,Pagai_Macaque,1.0,0.0,0.0,0.0,0.0,0.0,0.0
265,Cercopithecidae,Macaca,Bonnet_Macaque,1.0,1.0,1.0,0.0,0.0,0.0,0.0
266,Cercopithecidae,Macaca,Siberut_Macaque,1.0,0.0,0.0,0.0,0.0,0.0,0.0
267,Cercopithecidae,Macaca,Lion_tailed_Macaque,1.0,0.0,0.0,0.0,0.0,0.0,0.0
268,Cercopithecidae,Macaca,Toque_Macaque,1.0,0.0,0.0,0.0,0.0,0.0,0.0
269,Cercopithecidae,Macaca,Barbary_Macaque,1.0,0.0,1.0,0.0,0.0,1.0,0.0
270,Cercopithecidae,Macaca,Tibetan_Macaque,1.0,0.0,0.0,0.0,0.0,0.0,0.0
271,Cercopithecidae,Macaca,Tonkean_Macaque,1.0,0.0,0.0,0.0,0.0,0.0,0.0
272,Cercopithecidae,Mandrillus,Drill,1.0,1.0,0.0,0.0,0.0,1.0,0.0
273,Cercopithecidae,Mandrillus,Mandrill,1.0,0.0,0.0,0.0,0.0,0.0,0.0
274,Callitrichidae,Mico,Rio_Acarí_Marmoset,1.0,0.0,0.0,0.0,0.0,0.0,0.0
275,Callitrichidae,Mico,Silvery_Marmoset,1.0,1.0,0.0,0.0,0.0,0.0,0.0
276,Callitrichidae,Mico,Golden_white_Tassel_ear_Marmoset,1.0,0.0,0.0,0.0,0.0,0.0,0.0
277,Callitrichidae,Mico,Snethlage_s_Marmoset,1.0,1.0,0.0,0.0,0.0,0.0,0.0
278,Callitrichidae,Mico,Santarém_Marmoset,1.0,0.0,0.0,0.0,0.0,0.0,0.0
279,Callitrichidae,Mico,Black_crowned_Dwarf_Marmoset,,,,,,,
280,Callitrichidae,Mico,Rio_Aripuanã_Marmoset,1.0,0.0,0.0,0.0,0.0,0.0,0.0
281,Callitrichidae,Mico,Golden_white_Bare_ear_Marmoset,1.0,0.0,0.0,0.0,0.0,0.0,0.0
282,Callitrichidae,Mico,Marca_s_Marmoset,1.0,0.0,0.0,0.0,0.0,0.0,0.0
283,Callitrichidae,Mico,Maués_Marmoset,1.0,0.0,0.0,0.0,0.0,0.0,0.0
284,Callitrichidae,Mico,Black_tailed_Marmoset,1.0,1.0,0.0,0.0,0.0,0.0,0.0
285,Callitrichidae,Mico,Black_headed_Marmoset,1.0,0.0,0.0,0.0,0.0,0.0,0.0
286,Callitrichidae,Mico,Rondon_s_Marmoset,1.0,0.0,0.0,0.0,0.0,0.0,0.0
287,Callitrichidae,Mico,Sateré_Marmoset,1.0,0.0,0.0,0.0,0.0,0.0,0.0
288,Cheirogaleidae,Microcebus,Montagne_d_Ambre_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
289,Cheirogaleidae,Microcebus,Madame_Berthe_s_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
290,Cheirogaleidae,Microcebus,Bongolava_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
291,Cheirogaleidae,Microcebus, Nosy_Boraha_Mouse_Lemur,,,,,,,
292,Cheirogaleidae,Microcebus,Ambarijeby_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
293,Cheirogaleidae,Microcebus,Ganzhorn's_Mouse_Lemur,,,,,,,
294,Cheirogaleidae,Microcebus,Gerp_s_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
295,Cheirogaleidae,Microcebus,Gray_brown_Mouse_Lemur,1.0,0.0,1.0,0.0,0.0,0.0,0.0
296,Cheirogaleidae,Microcebus,Jolly_s_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
297,Cheirogaleidae,Microcebus,Goodman_s_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
298,Cheirogaleidae,Microcebus,Anjiahely_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
299,Cheirogaleidae,Microcebus,Nosy_Be_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
300,Cheirogaleidae,Microcebus,Bemanasy_Mouse_Lemur,,,,,,,
301,Cheirogaleidae,Microcebus,Margot_Marsh_s_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
302,Cheirogaleidae,Microcebus,Marohita_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
303,Cheirogaleidae,Microcebus,Mittermeier_s_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
304,Cheirogaleidae,Microcebus,Gray_Mouse_Lemur,1.0,0.0,1.0,0.0,0.0,0.0,0.0
305,Cheirogaleidae,Microcebus,Peters_s_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
306,Cheirogaleidae,Microcebus,Golden_brown_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
307,Cheirogaleidae,Microcebus,Rufous_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
308,Cheirogaleidae,Microcebus,Sambirano_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
309,Cheirogaleidae,Microcebus,Simmons_s_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
310,Cheirogaleidae,Microcebus,Anosi_Mouse_lemur,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,Cheirogaleidae,Microcebus,Tavaratra_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
312,Cercopithecidae,Miopithecus,Northern_Talapoin_Monkey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
313,Cercopithecidae,Miopithecus,Southern_Talapoin_Monkey,1.0,0.0,0.0,0.0,1.0,0.0,0.0
314,Cheirogaleidae,Mirza,Coquerel_s_Giant_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
315,Cheirogaleidae,Mirza,Northern_Giant_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
316,Cercopithecidae,Nasalis,Proboscis_Monkey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
317,Hylobatidae,Nomascus,Northern_Yellow_cheeked_Crested_Gibbon,1.0,0.0,0.0,0.0,0.0,0.0,0.0
318,Hylobatidae,Nomascus,Western_Black_Crested_Gibbon,1.0,0.0,0.0,0.0,0.0,0.0,0.0
319,Hylobatidae,Nomascus,Southern_Yellow_cheeked_Crested_Gibbon,1.0,0.0,0.0,0.0,0.0,0.0,0.0
320,Hylobatidae,Nomascus,Hainan_Crested_Gibbon,1.0,0.0,0.0,0.0,0.0,0.0,0.0
321,Hylobatidae,Nomascus,Northern_White_cheeked_Crested_Gibbon,1.0,0.0,0.0,0.0,0.0,0.0,0.0
322,Hylobatidae,Nomascus,Eastern_Black_Crested_Gibbon,1.0,0.0,0.0,0.0,0.0,0.0,0.0
323,Hylobatidae,Nomascus,Southern_White_cheeked_Crested_Gibbon,1.0,0.0,0.0,0.0,0.0,0.0,0.0
324,Lorisidae,Nycticebus,Bangka_Slow_Loris,1.0,0.0,0.0,0.0,0.0,0.0,0.0
325,Lorisidae,Nycticebus,Bengal_Slow_Loris,1.0,0.0,0.0,0.0,0.0,0.0,0.0
326,Lorisidae,Nycticebus,Bornean_Slow_Loris,1.0,0.0,0.0,0.0,0.0,0.0,0.0
327,Lorisidae,Nycticebus,Sunda_Slow_Loris,1.0,0.0,0.0,0.0,0.0,0.0,0.0
328,Lorisidae,Nycticebus,Javan_Slow_Loris,1.0,0.0,0.0,0.0,0.0,0.0,0.0
329,Lorisidae,Nycticebus,Kayan_River_Slow_Loris,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,Lorisidae,Nycticebus,Philippine_Slow_Loris,1.0,0.0,0.0,0.0,0.0,0.0,0.0
331,Lorisidae,Nycticebus,Pygmy_Slow_Loris,1.0,0.0,0.0,0.0,0.0,0.0,0.0
332,Galagidae,Otolemur,Thick_tailed_Greater_Galago,1.0,1.0,1.0,0.0,0.0,0.0,0.0
333,Galagidae,Otolemur,Garnett_s_Greater_Galago,1.0,0.0,0.0,0.0,0.0,0.0,0.0
334,Hominidae,Pan,Bonobo,1.0,0.0,0.0,0.0,0.0,0.0,0.0
335,Hominidae,Pan,Chimpanzee,1.0,1.0,0.0,0.0,0.0,0.0,0.0
336,Cercopithecidae,Papio,Olive_Baboon,1.0,1.0,1.0,1.0,0.0,0.0,0.0
337,Cercopithecidae,Papio,Yellow_Baboon,1.0,1.0,0.0,0.0,0.0,0.0,0.0
338,Cercopithecidae,Papio,Hamadryas_Baboon,0.0,0.0,1.0,1.0,0.0,1.0,0.0
339,Cercopithecidae,Papio,Kinda_Baboon,1.0,1.0,1.0,0.0,0.0,0.0,0.0
340,Cercopithecidae,Papio,Guinea_Baboon,1.0,1.0,0.0,1.0,0.0,0.0,0.0
341,Cercopithecidae,Papio,Chacma_Baboon,1.0,1.0,1.0,1.0,0.0,1.0,1.0
342,Galagidae,Paragalago,Kenya_Coast_Dwarf_Galago,,,,,,,
343,Galagidae,Paragalago,Mozambique_Dwarf_Galago,,,,,,,
344,Galagidae,Paragalago,Mountain_Dwarf_Galago,,,,,,,
345,Galagidae,Paragalago,Rondo_Dwarf_Galago,,,,,,,
346,Galagidae,Paragalago,Tanzania_Coast_Dwarf_Galago,,,,,,,
347,Lorisidae,Perodicticus,Milne_Edwards_s_Potto,1.0,0.0,0.0,0.0,1.0,0.0,0.0
348,Lorisidae,Perodicticus,East_African_Potto,1.0,0.0,0.0,0.0,1.0,0.0,0.0
349,Lorisidae,Perodicticus,West_African_Potto,1.0,0.0,0.0,0.0,0.0,0.0,0.0
350,Cheirogaleidae,Phaner,Montagne_D__Ambre_Fork_marked_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
351,Cheirogaleidae,Phaner,Masoala_Fork_marked_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
352,Cheirogaleidae,Phaner,Pale_Fork_marked_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
353,Cheirogaleidae,Phaner,Sambirano_Fork_marked_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
354,Cercopithecidae,Piliocolobus,Upper_Guinea_Red_Colobus,1.0,0.0,0.0,0.0,0.0,0.0,0.0
355,Cercopithecidae,Piliocolobus,Bouvier_s_Red_Colobus,1.0,0.0,0.0,0.0,1.0,0.0,0.0
356,Cercopithecidae,Piliocolobus,Niger_Delta_Red_Colobus,1.0,0.0,0.0,0.0,0.0,0.0,0.0
357,Cercopithecidae,Piliocolobus,Foa_s_Red_Colobus,1.0,0.0,0.0,0.0,0.0,0.0,0.0
358,Cercopithecidae,Piliocolobus,Udzungwa_Red_Colobus,1.0,0.0,0.0,0.0,1.0,0.0,0.0
359,Cercopithecidae,Piliocolobus,Zanzibar_Red_Colobus,1.0,0.0,1.0,0.0,1.0,0.0,0.0
360,Cercopithecidae,Piliocolobus,Lang_s_Red_Colobus,1.0,0.0,0.0,0.0,0.0,0.0,0.0
361,Cercopithecidae,Piliocolobus,,,,,,,,
362,Cercopithecidae,Piliocolobus,Oustalet_s_Red_Colobus,1.0,1.0,0.0,0.0,1.0,0.0,0.0
363,Cercopithecidae,Piliocolobus,Lomami_Red_Colobus,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364,Cercopithecidae,Piliocolobus,Pennant_s_Red_Colobus,1.0,0.0,0.0,0.0,0.0,0.0,0.0
365,Cercopithecidae,Piliocolobus,Preuss_s_Red_Colobus,1.0,0.0,0.0,0.0,0.0,0.0,0.0
366,Cercopithecidae,Piliocolobus,Tana_River_Red_Colobus,1.0,0.0,0.0,0.0,0.0,0.0,0.0
367,Cercopithecidae,Piliocolobus,Semliki_Red_Colobus,1.0,0.0,0.0,0.0,0.0,0.0,0.0
368,Cercopithecidae,Piliocolobus,Temminick_s_Red_Colobus,1.0,1.0,1.0,0.0,1.0,0.0,0.0
369,Cercopithecidae,Piliocolobus,Ashy_Red_Colobus,1.0,0.0,0.0,0.0,0.0,0.0,0.0
370,Cercopithecidae,Piliocolobus,Tshuapa_Red_Colobus,1.0,0.0,0.0,0.0,1.0,0.0,0.0
371,Cercopithecidae,Piliocolobus,Miss_Waldron_s_Red_Colobus,1.0,0.0,0.0,0.0,0.0,0.0,0.0
372,Pitheciidae,Pithecia,Equatorial_Saki,1.0,0.0,0.0,0.0,0.0,0.0,0.0
373,Pitheciidae,Pithecia,Buffy_Saki,1.0,0.0,0.0,0.0,0.0,0.0,0.0
374,Pitheciidae,Pithecia,Cazuza_s_Saki,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,Pitheciidae,Pithecia,Golden_faced_Saki,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,Pitheciidae,Pithecia,Hairy_Saki,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,Pitheciidae,Pithecia,Burnished_Saki,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,Pitheciidae,Pithecia,Gray_s_Bald_faced_Saki,1.0,0.0,0.0,0.0,1.0,0.0,0.0
379,Pitheciidae,Pithecia,Isabel_s_Saki,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,Pitheciidae,Pithecia,Miller_s_Saki,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,Pitheciidae,Pithecia,Mittermeier_s_Tapajós_Saki,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,Pitheciidae,Pithecia,Monk_Saki,1.0,0.0,0.0,0.0,1.0,0.0,0.0
383,Pitheciidae,Pithecia,Napo_Saki,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,Pitheciidae,Pithecia,Pissinatti_s_Bald_faced_Saki,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,Pitheciidae,Pithecia,White_faced_saki,1.0,0.0,0.0,0.0,1.0,0.0,0.0
386,Pitheciidae,Pithecia,Rylands__Bald_faced_Saki,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,Pitheciidae,Pithecia,Vanzolinis_Bald_faced_Saki,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,Pitheciidae,Plecturocebus,Madidi_Titi,1.0,0.0,0.0,0.0,0.0,0.0,0.0
389,Pitheciidae,Plecturocebus,Lake_Baptista_Titi,1.0,0.0,0.0,0.0,0.0,0.0,0.0
390,Pitheciidae,Plecturocebus,Prince_Bernhard_s_Titi,1.0,0.0,0.0,0.0,0.0,0.0,0.0
391,Pitheciidae,Plecturocebus,Brown_Titi,1.0,0.0,0.0,0.0,0.0,0.0,0.0
392,Pitheciidae,Plecturocebus,Chestnut_bellied_Titi,1.0,0.0,0.0,0.0,0.0,0.0,0.0
393,Pitheciidae,Plecturocebus,Caquetá_Titi,1.0,0.0,0.0,0.0,1.0,0.0,0.0
394,Pitheciidae,Plecturocebus,Ashy_Titi,1.0,0.0,0.0,0.0,0.0,0.0,0.0
395,Pitheciidae,Plecturocebus,Coppery_Titi,1.0,0.0,0.0,0.0,0.0,0.0,0.0
396,Pitheciidae,Plecturocebus,Red_crowned_Titi,1.0,0.0,0.0,0.0,1.0,0.0,0.0
397,Pitheciidae,Plecturocebus,White_eared_Titi,1.0,1.0,0.0,0.0,1.0,0.0,0.0
398,Pitheciidae,Plecturocebus,Hoffmann_s_Titi,1.0,0.0,0.0,0.0,1.0,0.0,0.0
399,Pitheciidae,Plecturocebus,Milton´s_titi_monkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,Pitheciidae,Plecturocebus,Rio_Beni_Titi,1.0,0.0,1.0,0.0,1.0,0.0,0.0
401,Pitheciidae,Plecturocebus,Red_bellied_Titi,1.0,0.0,0.0,0.0,0.0,0.0,0.0
402,Pitheciidae,Plecturocebus,San_Martín_Titi,1.0,0.0,1.0,0.0,1.0,0.0,0.0
403,Pitheciidae,Plecturocebus,Olalla_s_Titi,1.0,1.0,1.0,0.0,1.0,0.0,0.0
404,Pitheciidae,Plecturocebus,Ornate_Titi,1.0,0.0,0.0,0.0,0.0,0.0,0.0
405,Pitheciidae,Plecturocebus,Pale_Titi,1.0,0.0,1.0,0.0,1.0,0.0,0.0
406,Pitheciidae,Plecturocebus,Stephen_Nash_s_Titi,1.0,0.0,0.0,0.0,0.0,0.0,0.0
407,Pitheciidae,Plecturocebus,Toppins_Titi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,Pitheciidae,Plecturocebus,Urubamba_Brown_Titi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,Pitheciidae,Plecturocebus,Vieira_s_Titi,1.0,0.0,0.0,0.0,1.0,0.0,0.0
410,Hominidae,Pongo,Sumatran_Orangutan,1.0,0.0,0.0,0.0,0.0,0.0,0.0
411,Hominidae,Pongo,Bornean_Orangutan,1.0,0.0,0.0,0.0,0.0,0.0,0.0
412,Hominidae,Pongo,Tapanuli_Orangutan,,,,,,,
413,Cercopithecidae,Presbytis,Black_and_white_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
414,Cercopithecidae,Presbytis,Miller_s_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
415,Cercopithecidae,Presbytis,Cross_marked_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
416,Cercopithecidae,Presbytis,Javan_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
417,Cercopithecidae,Presbytis,Banded_Langur,1.0,0.0,0.0,1.0,1.0,0.0,0.0
418,Cercopithecidae,Presbytis,White_fronted_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
419,Cercopithecidae,Presbytis,Hose_s_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
420,Cercopithecidae,Presbytis,Black_crested_Sumatran_Langur,1.0,0.0,1.0,0.0,0.0,0.0,0.0
421,Cercopithecidae,Presbytis,Mitered_Langur,1.0,0.0,1.0,0.0,0.0,0.0,0.0
422,Cercopithecidae,Presbytis,Natuna_Islands_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
423,Cercopithecidae,Presbytis,Mentawai_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
424,Cercopithecidae,Presbytis,Maroon_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
425,Cercopithecidae,Presbytis,Sabah_Grizzled_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
426,Cercopithecidae,Presbytis,Pale_thighed_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
427,Cercopithecidae,Presbytis,Siberut_Langur,1.0,0.0,0.0,0.0,1.0,0.0,0.0
428,Cercopithecidae,Presbytis,Black_Sumatran_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
429,Cercopithecidae,Presbytis,Thomas_s_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
430,Cercopithecidae,Procolobus,Olive_Colobus,1.0,0.0,0.0,0.0,0.0,0.0,0.0
431,Lemuridae,Prolemur,Greater_Bamboo_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
432,Indriidae,Propithecus,Silky_Sifaka,1.0,0.0,0.0,0.0,0.0,0.0,0.0
433,Indriidae,Propithecus,Coquerel_s_Sifaka,1.0,0.0,0.0,0.0,0.0,0.0,0.0
434,Indriidae,Propithecus,Crowned_Sifaka,1.0,0.0,0.0,0.0,0.0,0.0,0.0
435,Indriidae,Propithecus,Decken_s_Sifaka,1.0,0.0,0.0,0.0,0.0,0.0,0.0
436,Indriidae,Propithecus,Diademed_Sifaka,1.0,0.0,0.0,0.0,0.0,0.0,0.0
437,Indriidae,Propithecus,Milne_Edwards_s_Sifaka,1.0,0.0,0.0,0.0,0.0,0.0,0.0
438,Indriidae,Propithecus,Perrier_s_Sifaka,1.0,0.0,0.0,0.0,0.0,0.0,0.0
439,Indriidae,Propithecus,Tattersall_s_Sifaka,1.0,0.0,0.0,0.0,0.0,0.0,0.0
440,Indriidae,Propithecus,Verreaux_s_Sifaka,1.0,0.0,1.0,0.0,0.0,0.0,0.0
441,Cercopithecidae,Pygathrix,Grey_shanked_Douc,1.0,0.0,0.0,0.0,0.0,0.0,0.0
442,Cercopithecidae,Pygathrix,Red_shanked_Douc,1.0,0.0,0.0,0.0,0.0,0.0,0.0
443,Cercopithecidae,Pygathrix,Black_shanked_Douc,1.0,0.0,0.0,0.0,0.0,0.0,0.0
444,Cercopithecidae,Rhinopithecus,Tonkin_Snub_nosed_Monkey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
445,Cercopithecidae,Rhinopithecus,Yunnan_Snub_nosed_Monkey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
446,Cercopithecidae,Rhinopithecus,Guizhou_Snub_nosed_Monkey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
447,Cercopithecidae,Rhinopithecus,Golden_Snub_nosed_Monkey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
448,Cercopithecidae,Rhinopithecus,Stryker_s_Snub_nosed_Monkey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
449,Cercopithecidae,Rungwecebus,Kipunji,1.0,0.0,0.0,0.0,0.0,0.0,0.0
450,Callitrichidae,Saguinus,Pied_Tamarin,1.0,0.0,0.0,0.0,0.0,0.0,0.0
451,Callitrichidae,Saguinus,Geoffroy_s_Tamarin,1.0,0.0,0.0,0.0,0.0,0.0,0.0
452,Callitrichidae,Saguinus,Emperor_Tamarin,1.0,0.0,0.0,0.0,0.0,0.0,0.0
453,Callitrichidae,Saguinus,Mottled_face_Tamarin,1.0,0.0,0.0,0.0,0.0,0.0,0.0
454,Callitrichidae,Saguinus,Red_bellied_Tamarin,1.0,0.0,0.0,0.0,0.0,0.0,0.0
455,Callitrichidae,Saguinus,White_footed_Tamarin,1.0,0.0,0.0,0.0,0.0,0.0,0.0
456,Callitrichidae,Saguinus,Martin_s_Bare_faced_Tamarin,1.0,0.0,0.0,0.0,0.0,0.0,0.0
457,Callitrichidae,Saguinus,Midas_Tamarin,1.0,1.0,0.0,0.0,0.0,0.0,0.0
458,Callitrichidae,Saguinus,Mustached_Tamarin,1.0,0.0,0.0,0.0,0.0,0.0,0.0
459,Callitrichidae,Saguinus,Western_Black_handed_Tamarin,1.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Callitrichidae,Saguinus,Cotton_top_Tamarin,1.0,0.0,0.0,0.0,0.0,0.0,0.0
461,Callitrichidae,Saguinus,Eastern_Black_handed_Tamarin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,Cebidae,Saimiri,Black_capped_Squirrel_Monkey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
463,Cebidae,Saimiri,Humboldt_s_Squirrel_Monkey,1.0,1.0,1.0,0.0,1.0,0.0,0.0
464,Cebidae,Saimiri,Collins'_Squirrel_Monkey,,,,,,,
465,Cebidae,Saimiri,Ecuadorian_Squirrel_Monkey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
466,Cebidae,Saimiri,Central_American_Squirrel_Monkey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
467,Cebidae,Saimiri,Guianan_Squirrel_Monkey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
468,Cebidae,Saimiri,Golden_backed_Squirrel_Monkey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
469,Cebidae,Saimiri,Black_headed_Squirrel_Monkey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
470,Cebidae,Sapajus,Guianan_Brown_Capuchin,1.0,1.0,0.0,0.0,0.0,0.0,0.0
471,Cebidae,Sapajus,Hooded_Capuchin,1.0,1.0,0.0,0.0,0.0,0.0,0.0
472,Cebidae,Sapajus,Blond_Capuchin,1.0,0.0,0.0,0.0,0.0,0.0,0.0
473,Cebidae,Sapajus,Bearded_Capuchin,1.0,1.0,0.0,0.0,0.0,0.0,0.0
474,Cebidae,Sapajus,Large_headed_Capuchin,1.0,0.0,0.0,0.0,0.0,0.0,0.0
475,Cebidae,Sapajus,Black_horned_Capuchin,1.0,0.0,0.0,0.0,0.0,0.0,0.0
476,Cebidae,Sapajus,Crested_Capuchin,1.0,0.0,0.0,0.0,0.0,0.0,0.0
477,Cebidae,Sapajus,Yellow_breasted_Capuchin,1.0,0.0,0.0,0.0,0.0,0.0,0.0
478,Galagidae,Sciurocheirus,Bioko_Squirrel_Galago,1.0,0.0,0.0,0.0,0.0,0.0,0.0
479,Galagidae,Sciurocheirus,Cross_River_Squirrel_Galago,1.0,0.0,0.0,0.0,0.0,0.0,0.0
480,Galagidae,Sciurocheirus,Gabon_Squirrel_Galago,1.0,0.0,0.0,0.0,0.0,0.0,0.0
481,Galagidae,Sciurocheirus,Makandé_squirrel_galago,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,Cercopithecidae,Semnopithecus,Chamba_Sacred_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
