,Unnamed: 0,Family,Genus,CommonName,Habitat_Forest,Habitat_Savanna,Habitat_Shrubland,Habitat_Grassland,Habitat_Wetlands,Habitat_Rocky areas,Habitat_Desert
231,231,Lepilemuridae,Lepilemur,Ambodimahabibo_Sportive_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
232,232,Lepilemuridae,Lepilemur,Petter_s_Sportive_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
233,233,Lepilemuridae,Lepilemur,Bemaraha_Sportive_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
234,234,Lepilemuridae,Lepilemur,Red_tailed_Sportive_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
235,235,Lepilemuridae,Lepilemur,Sahamalaza_Sportive_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
236,236,Lepilemuridae,Lepilemur,Masoala_Sportive_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
237,237,Lepilemuridae,Lepilemur,Seal_s_Sportive_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
238,238,Lepilemuridae,Lepilemur,Sahafary_Sportive_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
239,239,Lepilemuridae,Lepilemur,Nosy_Be_Sportive_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
240,240,Lepilemuridae,Lepilemur,Wright_s_Sportive_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
241,241,Cercopithecidae,Lophocebus,Gray_cheeked_Mangabey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
242,242,Cercopithecidae,Lophocebus,Northern_Black_Crested_Mangabey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
243,243,Cercopithecidae,Lophocebus,Johnston_s_Mangabey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
244,244,Cercopithecidae,Lophocebus,Southern_Back_Crested_Mangabey,1.0,0.0,0.0,0.0,1.0,0.0,0.0
245,245,Cercopithecidae,Lophocebus,Rusty_mantled_Mangabey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
246,246,Cercopithecidae,Lophocebus,Ugandan_Crested_Mangabey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
247,247,Lorisidae,Loris,Gray_Slender_Loris,1.0,0.0,0.0,0.0,0.0,0.0,0.0
248,248,Lorisidae,Loris,Red_Slender_Loris,1.0,0.0,0.0,0.0,0.0,0.0,0.0
249,249,Cercopithecidae,Macaca,Stump_tailed_Macaque,1.0,0.0,0.0,0.0,0.0,0.0,0.0
250,250,Cercopithecidae,Macaca,Assamese_Macaque,1.0,0.0,0.0,0.0,0.0,0.0,0.0
251,251,Cercopithecidae,Macaca,Taiwanese_Macaque,1.0,0.0,0.0,0.0,0.0,0.0,0.0
252,252,Cercopithecidae,Macaca,Long_tailed_Macaque,1.0,0.0,0.0,0.0,1.0,0.0,0.0
253,253,Cercopithecidae,Macaca,Japanese_Macaque,1.0,0.0,0.0,0.0,0.0,0.0,0.0
254,254,Cercopithecidae,Macaca,Heck_s_Macaque,1.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,Cercopithecidae,Macaca,Northern_Pig_tailed_Macaque,1.0,0.0,0.0,0.0,0.0,0.0,0.0
256,256,Cercopithecidae,Macaca,White_cheeked_Macaque,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,257,Cercopithecidae,Macaca,Moor_Macaque,1.0,0.0,0.0,1.0,0.0,0.0,0.0
258,258,Cercopithecidae,Macaca,Rhesus_Macaque,1.0,1.0,1.0,0.0,0.0,0.0,0.0
259,259,Cercopithecidae,Macaca,Arunachal_Macaque,1.0,0.0,0.0,0.0,0.0,0.0,0.0
260,260,Cercopithecidae,Macaca,Sunda_Pig_tailed_Macaque,1.0,0.0,0.0,0.0,0.0,0.0,0.0
261,261,Cercopithecidae,Macaca,Crested_Macaque,1.0,0.0,0.0,0.0,0.0,0.0,0.0
262,262,Cercopithecidae,Macaca,Gorontalo_Macaque,1.0,0.0,0.0,0.0,0.0,0.0,0.0
263,263,Cercopithecidae,Macaca,Booted_Macaque,1.0,0.0,0.0,0.0,0.0,0.0,0.0
264,264,Cercopithecidae,Macaca,Pagai_Macaque,1.0,0.0,0.0,0.0,0.0,0.0,0.0
265,265,Cercopithecidae,Macaca,Bonnet_Macaque,1.0,1.0,1.0,0.0,0.0,0.0,0.0
266,266,Cercopithecidae,Macaca,Siberut_Macaque,1.0,0.0,0.0,0.0,0.0,0.0,0.0
267,267,Cercopithecidae,Macaca,Lion_tailed_Macaque,1.0,0.0,0.0,0.0,0.0,0.0,0.0
268,268,Cercopithecidae,Macaca,Toque_Macaque,1.0,0.0,0.0,0.0,0.0,0.0,0.0
269,269,Cercopithecidae,Macaca,Barbary_Macaque,1.0,0.0,1.0,0.0,0.0,1.0,0.0
270,270,Cercopithecidae,Macaca,Tibetan_Macaque,1.0,0.0,0.0,0.0,0.0,0.0,0.0
271,271,Cercopithecidae,Macaca,Tonkean_Macaque,1.0,0.0,0.0,0.0,0.0,0.0,0.0
272,272,Cercopithecidae,Mandrillus,Drill,1.0,1.0,0.0,0.0,0.0,1.0,0.0
273,273,Cercopithecidae,Mandrillus,Mandrill,1.0,0.0,0.0,0.0,0.0,0.0,0.0
274,274,Callitrichidae,Mico,Rio_AcarÃ­_Marmoset,1.0,0.0,0.0,0.0,0.0,0.0,0.0
275,275,Callitrichidae,Mico,Silvery_Marmoset,1.0,1.0,0.0,0.0,0.0,0.0,0.0
276,276,Callitrichidae,Mico,Golden_white_Tassel_ear_Marmoset,1.0,0.0,0.0,0.0,0.0,0.0,0.0
277,277,Callitrichidae,Mico,Snethlage_s_Marmoset,1.0,1.0,0.0,0.0,0.0,0.0,0.0
278,278,Callitrichidae,Mico,SantarÃ©m_Marmoset,1.0,0.0,0.0,0.0,0.0,0.0,0.0
279,279,Callitrichidae,Mico,Black_crowned_Dwarf_Marmoset,,,,,,,
280,280,Callitrichidae,Mico,Rio_AripuanÃ£_Marmoset,1.0,0.0,0.0,0.0,0.0,0.0,0.0
281,281,Callitrichidae,Mico,Golden_white_Bare_ear_Marmoset,1.0,0.0,0.0,0.0,0.0,0.0,0.0
282,282,Callitrichidae,Mico,Marca_s_Marmoset,1.0,0.0,0.0,0.0,0.0,0.0,0.0
283,283,Callitrichidae,Mico,MauÃ©s_Marmoset,1.0,0.0,0.0,0.0,0.0,0.0,0.0
284,284,Callitrichidae,Mico,Black_tailed_Marmoset,1.0,1.0,0.0,0.0,0.0,0.0,0.0
285,285,Callitrichidae,Mico,Black_headed_Marmoset,1.0,0.0,0.0,0.0,0.0,0.0,0.0
286,286,Callitrichidae,Mico,Rondon_s_Marmoset,1.0,0.0,0.0,0.0,0.0,0.0,0.0
287,287,Callitrichidae,Mico,SaterÃ©_Marmoset,1.0,0.0,0.0,0.0,0.0,0.0,0.0
288,288,Cheirogaleidae,Microcebus,Montagne_d_Ambre_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
289,289,Cheirogaleidae,Microcebus,Madame_Berthe_s_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
290,290,Cheirogaleidae,Microcebus,Bongolava_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
291,291,Cheirogaleidae,Microcebus, Nosy_Boraha_Mouse_Lemur,,,,,,,
292,292,Cheirogaleidae,Microcebus,Ambarijeby_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
293,293,Cheirogaleidae,Microcebus,Ganzhorn's_Mouse_Lemur,,,,,,,
294,294,Cheirogaleidae,Microcebus,Gerp_s_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
295,295,Cheirogaleidae,Microcebus,Gray_brown_Mouse_Lemur,1.0,0.0,1.0,0.0,0.0,0.0,0.0
296,296,Cheirogaleidae,Microcebus,Jolly_s_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
297,297,Cheirogaleidae,Microcebus,Goodman_s_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
298,298,Cheirogaleidae,Microcebus,Anjiahely_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
299,299,Cheirogaleidae,Microcebus,Nosy_Be_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
300,300,Cheirogaleidae,Microcebus,Bemanasy_Mouse_Lemur,,,,,,,
301,301,Cheirogaleidae,Microcebus,Margot_Marsh_s_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
302,302,Cheirogaleidae,Microcebus,Marohita_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
303,303,Cheirogaleidae,Microcebus,Mittermeier_s_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
304,304,Cheirogaleidae,Microcebus,Gray_Mouse_Lemur,1.0,0.0,1.0,0.0,0.0,0.0,0.0
305,305,Cheirogaleidae,Microcebus,Peters_s_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
306,306,Cheirogaleidae,Microcebus,Golden_brown_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
307,307,Cheirogaleidae,Microcebus,Rufous_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
308,308,Cheirogaleidae,Microcebus,Sambirano_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
309,309,Cheirogaleidae,Microcebus,Simmons_s_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
310,310,Cheirogaleidae,Microcebus,Anosi_Mouse_lemur,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,311,Cheirogaleidae,Microcebus,Tavaratra_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
312,312,Cercopithecidae,Miopithecus,Northern_Talapoin_Monkey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
313,313,Cercopithecidae,Miopithecus,Southern_Talapoin_Monkey,1.0,0.0,0.0,0.0,1.0,0.0,0.0
314,314,Cheirogaleidae,Mirza,Coquerel_s_Giant_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
315,315,Cheirogaleidae,Mirza,Northern_Giant_Mouse_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
316,316,Cercopithecidae,Nasalis,Proboscis_Monkey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
317,317,Hylobatidae,Nomascus,Northern_Yellow_cheeked_Crested_Gibbon,1.0,0.0,0.0,0.0,0.0,0.0,0.0
318,318,Hylobatidae,Nomascus,Western_Black_Crested_Gibbon,1.0,0.0,0.0,0.0,0.0,0.0,0.0
319,319,Hylobatidae,Nomascus,Southern_Yellow_cheeked_Crested_Gibbon,1.0,0.0,0.0,0.0,0.0,0.0,0.0
320,320,Hylobatidae,Nomascus,Hainan_Crested_Gibbon,1.0,0.0,0.0,0.0,0.0,0.0,0.0
321,321,Hylobatidae,Nomascus,Northern_White_cheeked_Crested_Gibbon,1.0,0.0,0.0,0.0,0.0,0.0,0.0
322,322,Hylobatidae,Nomascus,Eastern_Black_Crested_Gibbon,1.0,0.0,0.0,0.0,0.0,0.0,0.0
323,323,Hylobatidae,Nomascus,Southern_White_cheeked_Crested_Gibbon,1.0,0.0,0.0,0.0,0.0,0.0,0.0
324,324,Lorisidae,Nycticebus,Bangka_Slow_Loris,1.0,0.0,0.0,0.0,0.0,0.0,0.0
325,325,Lorisidae,Nycticebus,Bengal_Slow_Loris,1.0,0.0,0.0,0.0,0.0,0.0,0.0
326,326,Lorisidae,Nycticebus,Bornean_Slow_Loris,1.0,0.0,0.0,0.0,0.0,0.0,0.0
327,327,Lorisidae,Nycticebus,Sunda_Slow_Loris,1.0,0.0,0.0,0.0,0.0,0.0,0.0
328,328,Lorisidae,Nycticebus,Javan_Slow_Loris,1.0,0.0,0.0,0.0,0.0,0.0,0.0
329,329,Lorisidae,Nycticebus,Kayan_River_Slow_Loris,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,330,Lorisidae,Nycticebus,Philippine_Slow_Loris,1.0,0.0,0.0,0.0,0.0,0.0,0.0
331,331,Lorisidae,Nycticebus,Pygmy_Slow_Loris,1.0,0.0,0.0,0.0,0.0,0.0,0.0
332,332,Galagidae,Otolemur,Thick_tailed_Greater_Galago,1.0,1.0,1.0,0.0,0.0,0.0,0.0
333,333,Galagidae,Otolemur,Garnett_s_Greater_Galago,1.0,0.0,0.0,0.0,0.0,0.0,0.0
334,334,Hominidae,Pan,Bonobo,1.0,0.0,0.0,0.0,0.0,0.0,0.0
335,335,Hominidae,Pan,Chimpanzee,1.0,1.0,0.0,0.0,0.0,0.0,0.0
336,336,Cercopithecidae,Papio,Olive_Baboon,1.0,1.0,1.0,1.0,0.0,0.0,0.0
337,337,Cercopithecidae,Papio,Yellow_Baboon,1.0,1.0,0.0,0.0,0.0,0.0,0.0
338,338,Cercopithecidae,Papio,Hamadryas_Baboon,0.0,0.0,1.0,1.0,0.0,1.0,0.0
339,339,Cercopithecidae,Papio,Kinda_Baboon,1.0,1.0,1.0,0.0,0.0,0.0,0.0
340,340,Cercopithecidae,Papio,Guinea_Baboon,1.0,1.0,0.0,1.0,0.0,0.0,0.0
341,341,Cercopithecidae,Papio,Chacma_Baboon,1.0,1.0,1.0,1.0,0.0,1.0,1.0
342,342,Galagidae,Paragalago,Kenya_Coast_Dwarf_Galago,,,,,,,
344,344,Galagidae,Paragalago,Mountain_Dwarf_Galago,,,,,,,
345,345,Galagidae,Paragalago,Rondo_Dwarf_Galago,,,,,,,
346,346,Galagidae,Paragalago,Tanzania_Coast_Dwarf_Galago,,,,,,,
347,347,Lorisidae,Perodicticus,Milne_Edwards_s_Potto,1.0,0.0,0.0,0.0,1.0,0.0,0.0
348,348,Lorisidae,Perodicticus,East_African_Potto,1.0,0.0,0.0,0.0,1.0,0.0,0.0
349,349,Lorisidae,Perodicticus,West_African_Potto,1.0,0.0,0.0,0.0,0.0,0.0,0.0
350,350,Cheirogaleidae,Phaner,Montagne_D__Ambre_Fork_marked_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
351,351,Cheirogaleidae,Phaner,Masoala_Fork_marked_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
352,352,Cheirogaleidae,Phaner,Pale_Fork_marked_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
353,353,Cheirogaleidae,Phaner,Sambirano_Fork_marked_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
354,354,Cercopithecidae,Piliocolobus,Upper_Guinea_Red_Colobus,1.0,0.0,0.0,0.0,0.0,0.0,0.0
355,355,Cercopithecidae,Piliocolobus,Bouvier_s_Red_Colobus,1.0,0.0,0.0,0.0,1.0,0.0,0.0
356,356,Cercopithecidae,Piliocolobus,Niger_Delta_Red_Colobus,1.0,0.0,0.0,0.0,0.0,0.0,0.0
357,357,Cercopithecidae,Piliocolobus,Foa_s_Red_Colobus,1.0,0.0,0.0,0.0,0.0,0.0,0.0
358,358,Cercopithecidae,Piliocolobus,Udzungwa_Red_Colobus,1.0,0.0,0.0,0.0,1.0,0.0,0.0
359,359,Cercopithecidae,Piliocolobus,Zanzibar_Red_Colobus,1.0,0.0,1.0,0.0,1.0,0.0,0.0
360,360,Cercopithecidae,Piliocolobus,Lang_s_Red_Colobus,1.0,0.0,0.0,0.0,0.0,0.0,0.0
361,361,Cercopithecidae,Piliocolobus,,,,,,,,
362,362,Cercopithecidae,Piliocolobus,Oustalet_s_Red_Colobus,1.0,1.0,0.0,0.0,1.0,0.0,0.0
363,363,Cercopithecidae,Piliocolobus,Lomami_Red_Colobus,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364,364,Cercopithecidae,Piliocolobus,Pennant_s_Red_Colobus,1.0,0.0,0.0,0.0,0.0,0.0,0.0
365,365,Cercopithecidae,Piliocolobus,Preuss_s_Red_Colobus,1.0,0.0,0.0,0.0,0.0,0.0,0.0
366,366,Cercopithecidae,Piliocolobus,Tana_River_Red_Colobus,1.0,0.0,0.0,0.0,0.0,0.0,0.0
367,367,Cercopithecidae,Piliocolobus,Semliki_Red_Colobus,1.0,0.0,0.0,0.0,0.0,0.0,0.0
368,368,Cercopithecidae,Piliocolobus,Temminick_s_Red_Colobus,1.0,1.0,1.0,0.0,1.0,0.0,0.0
369,369,Cercopithecidae,Piliocolobus,Ashy_Red_Colobus,1.0,0.0,0.0,0.0,0.0,0.0,0.0
370,370,Cercopithecidae,Piliocolobus,Tshuapa_Red_Colobus,1.0,0.0,0.0,0.0,1.0,0.0,0.0
371,371,Cercopithecidae,Piliocolobus,Miss_Waldron_s_Red_Colobus,1.0,0.0,0.0,0.0,0.0,0.0,0.0
372,372,Pitheciidae,Pithecia,Equatorial_Saki,1.0,0.0,0.0,0.0,0.0,0.0,0.0
373,373,Pitheciidae,Pithecia,Buffy_Saki,1.0,0.0,0.0,0.0,0.0,0.0,0.0
374,374,Pitheciidae,Pithecia,Cazuza_s_Saki,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,375,Pitheciidae,Pithecia,Golden_faced_Saki,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,376,Pitheciidae,Pithecia,Hairy_Saki,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,377,Pitheciidae,Pithecia,Burnished_Saki,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,378,Pitheciidae,Pithecia,Gray_s_Bald_faced_Saki,1.0,0.0,0.0,0.0,1.0,0.0,0.0
379,379,Pitheciidae,Pithecia,Isabel_s_Saki,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,380,Pitheciidae,Pithecia,Miller_s_Saki,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,381,Pitheciidae,Pithecia,Mittermeier_s_TapajÃ³s_Saki,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,382,Pitheciidae,Pithecia,Monk_Saki,1.0,0.0,0.0,0.0,1.0,0.0,0.0
383,383,Pitheciidae,Pithecia,Napo_Saki,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,384,Pitheciidae,Pithecia,Pissinatti_s_Bald_faced_Saki,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,385,Pitheciidae,Pithecia,White_faced_saki,1.0,0.0,0.0,0.0,1.0,0.0,0.0
386,386,Pitheciidae,Pithecia,Rylands__Bald_faced_Saki,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,387,Pitheciidae,Pithecia,VanzoliniÂs_Bald_faced_Saki,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,388,Pitheciidae,Plecturocebus,Madidi_Titi,1.0,0.0,0.0,0.0,0.0,0.0,0.0
389,389,Pitheciidae,Plecturocebus,Lake_Baptista_Titi,1.0,0.0,0.0,0.0,0.0,0.0,0.0
390,390,Pitheciidae,Plecturocebus,Prince_Bernhard_s_Titi,1.0,0.0,0.0,0.0,0.0,0.0,0.0
391,391,Pitheciidae,Plecturocebus,Brown_Titi,1.0,0.0,0.0,0.0,0.0,0.0,0.0
392,392,Pitheciidae,Plecturocebus,Chestnut_bellied_Titi,1.0,0.0,0.0,0.0,0.0,0.0,0.0
393,393,Pitheciidae,Plecturocebus,CaquetÃ¡_Titi,1.0,0.0,0.0,0.0,1.0,0.0,0.0
394,394,Pitheciidae,Plecturocebus,Ashy_Titi,1.0,0.0,0.0,0.0,0.0,0.0,0.0
395,395,Pitheciidae,Plecturocebus,Coppery_Titi,1.0,0.0,0.0,0.0,0.0,0.0,0.0
396,396,Pitheciidae,Plecturocebus,Red_crowned_Titi,1.0,0.0,0.0,0.0,1.0,0.0,0.0
397,397,Pitheciidae,Plecturocebus,White_eared_Titi,1.0,1.0,0.0,0.0,1.0,0.0,0.0
398,398,Pitheciidae,Plecturocebus,Hoffmann_s_Titi,1.0,0.0,0.0,0.0,1.0,0.0,0.0
399,399,Pitheciidae,Plecturocebus,MiltonÂ´s_titi_monkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,400,Pitheciidae,Plecturocebus,Rio_Beni_Titi,1.0,0.0,1.0,0.0,1.0,0.0,0.0
401,401,Pitheciidae,Plecturocebus,Red_bellied_Titi,1.0,0.0,0.0,0.0,0.0,0.0,0.0
402,402,Pitheciidae,Plecturocebus,San_MartÃ­n_Titi,1.0,0.0,1.0,0.0,1.0,0.0,0.0
403,403,Pitheciidae,Plecturocebus,Olalla_s_Titi,1.0,1.0,1.0,0.0,1.0,0.0,0.0
404,404,Pitheciidae,Plecturocebus,Ornate_Titi,1.0,0.0,0.0,0.0,0.0,0.0,0.0
405,405,Pitheciidae,Plecturocebus,Pale_Titi,1.0,0.0,1.0,0.0,1.0,0.0,0.0
406,406,Pitheciidae,Plecturocebus,Stephen_Nash_s_Titi,1.0,0.0,0.0,0.0,0.0,0.0,0.0
407,407,Pitheciidae,Plecturocebus,ToppinÂs_Titi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,408,Pitheciidae,Plecturocebus,Urubamba_Brown_Titi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,409,Pitheciidae,Plecturocebus,Vieira_s_Titi,1.0,0.0,0.0,0.0,1.0,0.0,0.0
410,410,Hominidae,Pongo,Sumatran_Orangutan,1.0,0.0,0.0,0.0,0.0,0.0,0.0
411,411,Hominidae,Pongo,Bornean_Orangutan,1.0,0.0,0.0,0.0,0.0,0.0,0.0
412,412,Hominidae,Pongo,Tapanuli_Orangutan,,,,,,,
413,413,Cercopithecidae,Presbytis,Black_and_white_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
414,414,Cercopithecidae,Presbytis,Miller_s_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
415,415,Cercopithecidae,Presbytis,Cross_marked_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
416,416,Cercopithecidae,Presbytis,Javan_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
417,417,Cercopithecidae,Presbytis,Banded_Langur,1.0,0.0,0.0,1.0,1.0,0.0,0.0
418,418,Cercopithecidae,Presbytis,White_fronted_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
419,419,Cercopithecidae,Presbytis,Hose_s_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
420,420,Cercopithecidae,Presbytis,Black_crested_Sumatran_Langur,1.0,0.0,1.0,0.0,0.0,0.0,0.0
421,421,Cercopithecidae,Presbytis,Mitered_Langur,1.0,0.0,1.0,0.0,0.0,0.0,0.0
422,422,Cercopithecidae,Presbytis,Natuna_Islands_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
423,423,Cercopithecidae,Presbytis,Mentawai_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
424,424,Cercopithecidae,Presbytis,Maroon_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
425,425,Cercopithecidae,Presbytis,Sabah_Grizzled_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
426,426,Cercopithecidae,Presbytis,Pale_thighed_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
427,427,Cercopithecidae,Presbytis,Siberut_Langur,1.0,0.0,0.0,0.0,1.0,0.0,0.0
428,428,Cercopithecidae,Presbytis,Black_Sumatran_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
429,429,Cercopithecidae,Presbytis,Thomas_s_Langur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
430,430,Cercopithecidae,Procolobus,Olive_Colobus,1.0,0.0,0.0,0.0,0.0,0.0,0.0
431,431,Lemuridae,Prolemur,Greater_Bamboo_Lemur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
432,432,Indriidae,Propithecus,Silky_Sifaka,1.0,0.0,0.0,0.0,0.0,0.0,0.0
433,433,Indriidae,Propithecus,Coquerel_s_Sifaka,1.0,0.0,0.0,0.0,0.0,0.0,0.0
434,434,Indriidae,Propithecus,Crowned_Sifaka,1.0,0.0,0.0,0.0,0.0,0.0,0.0
435,435,Indriidae,Propithecus,Decken_s_Sifaka,1.0,0.0,0.0,0.0,0.0,0.0,0.0
436,436,Indriidae,Propithecus,Diademed_Sifaka,1.0,0.0,0.0,0.0,0.0,0.0,0.0
437,437,Indriidae,Propithecus,Milne_Edwards_s_Sifaka,1.0,0.0,0.0,0.0,0.0,0.0,0.0
438,438,Indriidae,Propithecus,Perrier_s_Sifaka,1.0,0.0,0.0,0.0,0.0,0.0,0.0
439,439,Indriidae,Propithecus,Tattersall_s_Sifaka,1.0,0.0,0.0,0.0,0.0,0.0,0.0
440,440,Indriidae,Propithecus,Verreaux_s_Sifaka,1.0,0.0,1.0,0.0,0.0,0.0,0.0
441,441,Cercopithecidae,Pygathrix,Grey_shanked_Douc,1.0,0.0,0.0,0.0,0.0,0.0,0.0
442,442,Cercopithecidae,Pygathrix,Red_shanked_Douc,1.0,0.0,0.0,0.0,0.0,0.0,0.0
443,443,Cercopithecidae,Pygathrix,Black_shanked_Douc,1.0,0.0,0.0,0.0,0.0,0.0,0.0
444,444,Cercopithecidae,Rhinopithecus,Tonkin_Snub_nosed_Monkey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
445,445,Cercopithecidae,Rhinopithecus,Yunnan_Snub_nosed_Monkey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
446,446,Cercopithecidae,Rhinopithecus,Guizhou_Snub_nosed_Monkey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
447,447,Cercopithecidae,Rhinopithecus,Golden_Snub_nosed_Monkey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
448,448,Cercopithecidae,Rhinopithecus,Stryker_s_Snub_nosed_Monkey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
449,449,Cercopithecidae,Rungwecebus,Kipunji,1.0,0.0,0.0,0.0,0.0,0.0,0.0
450,450,Callitrichidae,Saguinus,Pied_Tamarin,1.0,0.0,0.0,0.0,0.0,0.0,0.0
451,451,Callitrichidae,Saguinus,Geoffroy_s_Tamarin,1.0,0.0,0.0,0.0,0.0,0.0,0.0
452,452,Callitrichidae,Saguinus,Emperor_Tamarin,1.0,0.0,0.0,0.0,0.0,0.0,0.0
453,453,Callitrichidae,Saguinus,Mottled_face_Tamarin,1.0,0.0,0.0,0.0,0.0,0.0,0.0
454,454,Callitrichidae,Saguinus,Red_bellied_Tamarin,1.0,0.0,0.0,0.0,0.0,0.0,0.0
455,455,Callitrichidae,Saguinus,White_footed_Tamarin,1.0,0.0,0.0,0.0,0.0,0.0,0.0
456,456,Callitrichidae,Saguinus,Martin_s_Bare_faced_Tamarin,1.0,0.0,0.0,0.0,0.0,0.0,0.0
457,457,Callitrichidae,Saguinus,Midas_Tamarin,1.0,1.0,0.0,0.0,0.0,0.0,0.0
458,458,Callitrichidae,Saguinus,Mustached_Tamarin,1.0,0.0,0.0,0.0,0.0,0.0,0.0
459,459,Callitrichidae,Saguinus,Western_Black_handed_Tamarin,1.0,0.0,0.0,0.0,0.0,0.0,0.0
460,460,Callitrichidae,Saguinus,Cotton_top_Tamarin,1.0,0.0,0.0,0.0,0.0,0.0,0.0
461,461,Callitrichidae,Saguinus,Eastern_Black_handed_Tamarin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,462,Cebidae,Saimiri,Black_capped_Squirrel_Monkey,1.0,0.0,0.0,0.0,0.0,0.0,0.0
463,463,Cebidae,Saimiri,Humboldt_s_Squirrel_Monkey,1.0,1.0,1.0,0.0,1.0,0.0,0.0
464,464,Cebidae,Saimiri,Collins'_Squirrel_Monkey,,,,,,,
